Date,Daily Mean Air Temperature,Rainfall (24 hour total),Daily Mean Pressure (hPa),Daily Mean Wind Speed,Daily Mean Windspeed (Beaufort conversion)
10/06/1987,26.1,0.0,1020,3.8,Light
11/06/1987,26.8,0.0,1020,5.0,Light
12/06/1987,26.8,0.0,1021,4.6,Light
13/06/1987,27.0,1.0,1019,7.3,Light
14/06/1987,24.5,13.0,1017,4.6,Light
15/06/1987,27.1,4.0,1017,5.9,Light
16/06/1987,27.9,0.0,1016,4.3,Light
17/06/1987,26.2,8.0,1017,3.3,Light
18/06/1987,27.9,0.3,1019,3.3,Light
19/06/1987,28.0,0.0,1019,3.8,Light
20/06/1987,28.6,0.0,1017,5.6,Light
21/06/1987,26.0,25.0,1016,2.1,Light
22/06/1987,26.4,19.0,1016,4.0,Light
23/06/1987,26.5,0.3,1015,4.1,Light
24/06/1987,27.3,14.0,1014,5.5,Light
25/06/1987,28.2,0.0,1013,5.1,Light
26/06/1987,28.0,2.0,1012,7.0,Light
27/06/1987,27.6,5.0,1011,6.6,Light
28/06/1987,26.7,0.0,1014,3.9,Light
29/06/1987,26.9,0.0,1018,4.7,Light
30/06/1987,26.9,0.0,1020,4.6,Light
01/07/1987,25.6,0.0,1019,2.0,Light
02/07/1987,29.4,0.0,1017,7.8,Light
03/07/1987,27.7,0.0,1018,5.7,Light
04/07/1987,26.4,7.0,1019,4.6,Light
05/07/1987,27.0,12.0,1019,4.0,Light
06/07/1987,27.4,0.8,1020,3.5,Light
07/07/1987,27.2,0.0,1020,2.2,Light
08/07/1987,27.2,3.0,1019,3.9,Light
09/07/1987,28.4,0.0,1020,3.5,Light
10/07/1987,27.3,2.0,1019,2.9,Light
11/07/1987,28.6,0.0,1017,3.0,Light
12/07/1987,30.5,0.0,1015,4.0,Light
13/07/1987,30.4,0.0,1014,4.7,Light
14/07/1987,29.5,0.0,1013,4.9,Light
15/07/1987,26.8,13.0,1014,5.8,Light
16/07/1987,27.8,4.0,1016,5.9,Light
17/07/1987,25.8,0.0,1020,6.1,Light
18/07/1987,26.7,0.3,1021,10.5,Light
19/07/1987,24.3,8.0,1020,6.9,Light
20/07/1987,25.0,2.0,1021,5.6,Light
21/07/1987,26.7,4.3,1022,4.8,Light
22/07/1987,25.5,0.0,1021,3.0,Light
23/07/1987,27.3,0.0,1017,3.4,Light
24/07/1987,27.6,0.0,1018,4.4,Light
25/07/1987,26.1,0.0,1019,3.5,Light
26/07/1987,27.2,0.0,1018,2.3,Light
27/07/1987,27.3,10.0,1016,4.9,Light
28/07/1987,29.4,0.0,1014,7.4,Light
29/07/1987,28.6,6.0,1013,5.6,Light
30/07/1987,25.7,5.0,1016,4.3,Light
31/07/1987,26.7,0.3,1017,0.4,Light
01/08/1987,25.7,33.0,1015,2.4,Light
02/08/1987,27.7,1.0,1013,3.3,Light
03/08/1987,28.3,0.0,1014,3.6,Light
04/08/1987,28.7,0.0,1014,6.0,Light
05/08/1987,29.5,1.0,1013,6.5,Light
06/08/1987,30.0,0.0,1015,4.1,Light
07/08/1987,30.2,0.0,1017,4.0,Light
08/08/1987,30.9,0.0,1017,5.8,Light
09/08/1987,30.3,0.0,1015,3.9,Light
10/08/1987,29.4,12.0,1013,5.3,Light
11/08/1987,28.4,0.0,1011,4.4,Light
12/08/1987,26.9,0.0,1012,4.3,Light
13/08/1987,25.1,39.0,1013,4.5,Light
14/08/1987,26.0,3.8,1014,5.1,Light
15/08/1987,25.1,2.0,1016,3.9,Light
16/08/1987,26.6,0.0,1017,4.3,Light
17/08/1987,28.5,0.0,1017,5.1,Light
18/08/1987,25.7,0.0,1017,4.0,Light
19/08/1987,29.8,0.0,1016,3.6,Light
20/08/1987,28.9,0.0,1017,3.8,Light
21/08/1987,26.0,9.0,1021,5.5,Light
22/08/1987,26.8,0.0,1022,4.5,Light
23/08/1987,26.5,0.0,1020,3.5,Light
24/08/1987,29.1,0.0,1019,4.8,Light
25/08/1987,27.5,41.0,1021,2.0,Light
26/08/1987,27.5,0.0,1022,2.9,Light
27/08/1987,27.7,2.0,1022,3.3,Light
28/08/1987,28.8,0.0,1020,3.1,Light
29/08/1987,29.4,0.0,1019,4.4,Light
30/08/1987,28.2,0.0,1019,3.3,Light
31/08/1987,27.4,1.0,1018,2.1,Light
01/09/1987,26.6,0.5,1017,3.6,Light
02/09/1987,24.0,33.0,1016,3.1,Light
03/09/1987,24.7,26.3,1016,4.5,Light
04/09/1987,24.5,27.5,1015,6.3,Light
05/09/1987,26.1,11.0,1015,5.2,Light
06/09/1987,26.7,24.0,1014,4.4,Light
07/09/1987,25.9,10.0,1012,4.9,Light
08/09/1987,27.9,0.0,1013,5.0,Light
09/09/1987,27.7,0.0,1014,4.5,Light
10/09/1987,27.9,0.0,1016,3.1,Light
11/09/1987,27.7,0.0,1017,3.0,Light
12/09/1987,24.7,23.0,1017,2.3,Light
13/09/1987,26.2,0.0,1016,4.4,Light
14/09/1987,26.7,0.0,1016,3.3,Light
15/09/1987,26.6,0.0,1017,2.6,Light
16/09/1987,26.4,0.0,1016,3.0,Light
17/09/1987,27.5,0.0,1016,2.5,Light
18/09/1987,28.0,0.0,1014,4.9,Light
19/09/1987,27.6,0.0,1012,4.9,Light
20/09/1987,27.5,0.0,1012,4.6,Light
21/09/1987,25.3,0.0,1015,2.4,Light
22/09/1987,23.3,0.0,1017,1.1,Light
23/09/1987,24.2,0.0,1016,3.3,Light
24/09/1987,22.0,0.0,1015,1.9,Light
25/09/1987,21.6,0.0,1015,2.0,Light
26/09/1987,21.8,0.0,1018,3.1,Light
27/09/1987,22.3,0.0,1020,3.0,Light
28/09/1987,24.3,5.0,1021,5.3,Light
29/09/1987,24.9,2.0,1018,4.4,Light
30/09/1987,24.3,1.5,1010,3.6,Light
01/10/1987,22.3,2.0,1010,7.9,Light
02/10/1987,19.0,0.0,1016,2.5,Light
03/10/1987,20.0,0.0,1017,5.8,Light
04/10/1987,15.5,0.0,1021,8.4,Light
05/10/1987,15.8,0.0,1006,3.6,Light
06/10/1987,18.4,0.0,1014,3.0,Light
07/10/1987,19.9,0.0,1013,7.4,Light
08/10/1987,14.3,0.0,1019,4.4,Light
09/10/1987,15.6,0.0,1024,6.1,Light
10/10/1987,22.0,0.0,1024,10.4,Light
11/10/1987,22.0,0.0,1019,10.0,Light
12/10/1987,20.7,0.0,1012,8.1,Light
13/10/1987,16.8,0.0,1013,12.3,Moderate
14/10/1987,14.1,0.0,1020,10.3,Light
15/10/1987,15.0,0.0,1021,9.1,Light
16/10/1987,15.5,0.0,1020,4.1,Light
17/10/1987,19.9,0.0,1018,8.1,Light
18/10/1987,19.8,0.0,1017,5.0,Light
19/10/1987,19.1,0.0,1016,4.7,Light
20/10/1987,22.7,0.0,1017,3.6,Light
21/10/1987,21.1,0.0,1018,5.3,Light
22/10/1987,13.2,0.0,1024,10.5,Light
23/10/1987,13.4,0.0,1026,6.1,Light
24/10/1987,18.5,0.0,1026,5.6,Light
25/10/1987,19.5,0.0,1023,7.4,Light
26/10/1987,17.5,2.0,1017,7.7,Light
27/10/1987,17.3,0.8,1013,6.5,Light
28/10/1987,17.0,0.8,1016,7.3,Light
29/10/1987,12.0,0.0,1022,5.0,Light
30/10/1987,12.4,0.0,1025,4.0,Light
31/10/1987,16.0,0.0,1027,3.3,Light
